index,strike,type,close,payoff1,payoff2,Tpayoff,profit1,profit2,Tprofit
9400,9400.0,call,484,0,0,0,0,0,0
9500,9500.0,call,411,0,0,0,0,0,0   
9600,9600.0,call,334,0,0,0,0,0,0     
9700,9700.0,call,270,0,0,0,0,0,0     
9800,9800.0,call,209,0 ,0,0,0,0,0    
9900,9900.0,call,156,0,0,0,0,0,0     
10000,10000.0,call,112,0,0,0,0,0,0 
